,,,,,,,,,,,,,,,
BTC,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,Normalized for XMR,XMR,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,,,
day 4283,"18,216,000.00","1,800.00",12.5000,0.00988%,86.74%,"1,577.14",day 2316,"17,680,661.86","1,052.05",0.7306,0.00595%,96.09%,,8/21/2020,
day 4284,"18,217,800.00","1,800.00",12.5000,0.00988%,86.75%,"1,577.14",day 2317,"17,681,713.91","1,050.61",0.7296,0.00594%,96.10%,,8/22/2020,
day 4285,"18,219,600.00","1,800.00",12.5000,0.00988%,86.76%,"1,577.14",day 2318,"17,682,764.52","1,049.17",0.7286,0.00593%,96.10%,,8/23/2020,
day 4286,"18,221,400.00","1,800.00",12.5000,0.00988%,86.77%,"1,577.14",day 2319,"17,683,813.69","1,047.73",0.7276,0.00592%,96.11%,,8/24/2020,
day 4287,"18,223,200.00","1,800.00",12.5000,0.00988%,86.78%,"1,577.14",day 2320,"17,684,861.41","1,046.29",0.7266,0.00592%,96.11%,,8/25/2020,
day 4288,"18,225,000.00","1,800.00",12.5000,0.00988%,86.79%,"1,577.14",day 2321,"17,685,907.70","1,044.85",0.7256,0.00591%,96.12%,,8/26/2020,
day 4289,"18,226,800.00","1,800.00",12.5000,0.00988%,86.79%,"1,577.14",day 2322,"17,686,952.55","1,043.41",0.7246,0.00590%,96.12%,,8/27/2020,
day 4290,"18,228,600.00","1,800.00",12.5000,0.00987%,86.80%,"1,577.14",day 2323,"17,687,995.96","1,041.98",0.7236,0.00589%,96.13%,,8/28/2020,
day 4291,"18,230,400.00","1,800.00",12.5000,0.00987%,86.81%,"1,577.14",day 2324,"17,689,037.94","1,040.55",0.7226,0.00588%,96.14%,,8/29/2020,
day 4292,"18,232,200.00","1,800.00",12.5000,0.00987%,86.82%,"1,577.14",day 2325,"17,690,078.50","1,039.12",0.7216,0.00587%,96.14%,,8/30/2020,
day 4293,"18,234,000.00","1,800.00",12.5000,0.00987%,86.83%,"1,577.14",day 2326,"17,691,117.62","1,037.70",0.7206,0.00587%,96.15%,,8/31/2020,
day 4294,"18,235,800.00","1,800.00",12.5000,0.00987%,86.84%,"1,577.14",day 2327,"17,692,155.31","1,036.27",0.7196,0.00586%,96.15%,,9/1/2020,
day 4295,"18,237,600.00","1,800.00",12.5000,0.00987%,86.85%,"1,577.14",day 2328,"17,693,191.58","1,034.85",0.7186,0.00585%,96.16%,,9/2/2020,
day 4296,"18,239,400.00","1,800.00",12.5000,0.00987%,86.85%,"1,577.14",day 2329,"17,694,226.43","1,033.43",0.7177,0.00584%,96.16%,,9/3/2020,
day 4297,"18,241,200.00","1,800.00",12.5000,0.00987%,86.86%,"1,577.14",day 2330,"17,695,259.85","1,032.01",0.7167,0.00583%,96.17%,,9/4/2020,
day 4298,"18,243,000.00","1,800.00",12.5000,0.00987%,86.87%,"1,577.14",day 2331,"17,696,291.86","1,030.59",0.7157,0.00582%,96.18%,,9/5/2020,
day 4299,"18,244,800.00","1,800.00",12.5000,0.00987%,86.88%,"1,577.14",day 2332,"17,697,322.45","1,029.17",0.7147,0.00582%,96.18%,,9/6/2020,
day 4300,"18,246,600.00","1,800.00",12.5000,0.00986%,86.89%,"1,577.14",day 2333,"17,698,351.62","1,027.76",0.7137,0.00581%,96.19%,,9/7/2020,
day 4301,"18,248,400.00","1,800.00",12.5000,0.00986%,86.90%,"1,577.14",day 2334,"17,699,379.39","1,026.35",0.7127,0.00580%,96.19%,,9/8/2020,
day 4302,"18,250,200.00","1,800.00",12.5000,0.00986%,86.91%,"1,577.14",day 2335,"17,700,405.73","1,024.94",0.7118,0.00579%,96.20%,,9/9/2020,
day 4303,"18,252,000.00","1,800.00",12.5000,0.00986%,86.91%,"1,577.14",day 2336,"17,701,430.67","1,023.53",0.7108,0.00578%,96.20%,,9/10/2020,
day 4304,"18,253,800.00","1,800.00",12.5000,0.00986%,86.92%,"1,577.14",day 2337,"17,702,454.21","1,022.13",0.7098,0.00577%,96.21%,,9/11/2020,
day 4305,"18,255,600.00","1,800.00",12.5000,0.00986%,86.93%,"1,577.14",day 2338,"17,703,476.33","1,020.72",0.7088,0.00577%,96.21%,,9/12/2020,
day 4306,"18,257,400.00","1,800.00",12.5000,0.00986%,86.94%,"1,577.14",day 2339,"17,704,497.06","1,019.32",0.7079,0.00576%,96.22%,,9/13/2020,
day 4307,"18,259,200.00","1,800.00",12.5000,0.00986%,86.95%,"1,577.14",day 2340,"17,705,516.38","1,017.92",0.7069,0.00575%,96.23%,,9/14/2020,
day 4308,"18,261,000.00","1,800.00",12.5000,0.00986%,86.96%,"1,577.14",day 2341,"17,706,534.30","1,016.52",0.7059,0.00574%,96.23%,,9/15/2020,
day 4309,"18,262,800.00","1,800.00",12.5000,0.00986%,86.97%,"1,577.14",day 2342,"17,707,550.82","1,015.13",0.7049,0.00573%,96.24%,,9/16/2020,
day 4310,"18,264,600.00","1,800.00",12.5000,0.00986%,86.97%,"1,577.14",day 2343,"17,708,565.95","1,013.73",0.7040,0.00572%,96.24%,,9/17/2020,
day 4311,"18,266,400.00","1,800.00",12.5000,0.00985%,86.98%,"1,577.14",day 2344,"17,709,579.68","1,012.34",0.7030,0.00572%,96.25%,,9/18/2020,
day 4312,"18,268,200.00","1,800.00",12.5000,0.00985%,86.99%,"1,577.14",day 2345,"17,710,592.02","1,010.95",0.7020,0.00571%,96.25%,,9/19/2020,
day 4313,"18,270,000.00","1,800.00",12.5000,0.00985%,87.00%,"1,577.14",day 2346,"17,711,602.97","1,009.56",0.7011,0.00570%,96.26%,,9/20/2020,
day 4314,"18,271,800.00","1,800.00",12.5000,0.00985%,87.01%,"1,577.14",day 2347,"17,712,612.54","1,008.18",0.7001,0.00569%,96.26%,,9/21/2020,
day 4315,"18,273,600.00","1,800.00",12.5000,0.00985%,87.02%,"1,577.14",day 2348,"17,713,620.71","1,006.79",0.6992,0.00568%,96.27%,,9/22/2020,
day 4316,"18,275,400.00","1,800.00",12.5000,0.00985%,87.03%,"1,577.14",day 2349,"17,714,627.51","1,005.41",0.6982,0.00568%,96.28%,,9/23/2020,
day 4317,"18,277,200.00","1,800.00",12.5000,0.00985%,87.03%,"1,577.14",day 2350,"17,715,632.91","1,004.03",0.6972,0.00567%,96.28%,,9/24/2020,
day 4318,"18,279,000.00","1,800.00",12.5000,0.00985%,87.04%,"1,577.14",day 2351,"17,716,636.94","1,002.65",0.6963,0.00566%,96.29%,,9/25/2020,
day 4319,"18,280,800.00","1,800.00",12.5000,0.00985%,87.05%,"1,577.14",day 2352,"17,717,639.59","1,001.27",0.6953,0.00565%,96.29%,,9/26/2020,
day 4320,"18,282,600.00","1,800.00",12.5000,0.00985%,87.06%,"1,577.14",day 2353,"17,718,640.87",999.90,0.6944,0.00564%,96.30%,,9/27/2020,
day 4321,"18,284,400.00","1,800.00",12.5000,0.00984%,87.07%,"1,577.14",day 2354,"17,719,640.76",998.52,0.6934,0.00564%,96.30%,,9/28/2020,
day 4322,"18,286,200.00","1,800.00",12.5000,0.00984%,87.08%,"1,577.14",day 2355,"17,720,639.29",997.15,0.6925,0.00563%,96.31%,,9/29/2020,
day 4323,"18,288,000.00","1,800.00",12.5000,0.00984%,87.09%,"1,577.14",day 2356,"17,721,636.44",995.78,0.6915,0.00562%,96.31%,,9/30/2020,
day 4324,"18,289,800.00","1,800.00",12.5000,0.00984%,87.09%,"1,577.14",day 2357,"17,722,632.22",994.42,0.6906,0.00561%,96.32%,,10/1/2020,
day 4325,"18,291,600.00","1,800.00",12.5000,0.00984%,87.10%,"1,577.14",day 2358,"17,723,626.64",993.05,0.6896,0.00560%,96.32%,,10/2/2020,
day 4326,"18,293,400.00","1,800.00",12.5000,0.00984%,87.11%,"1,577.14",day 2359,"17,724,619.69",991.69,0.6887,0.00559%,96.33%,,10/3/2020,
day 4327,"18,295,200.00","1,800.00",12.5000,0.00984%,87.12%,"1,577.14",day 2360,"17,725,611.38",990.33,0.6877,0.00559%,96.33%,,10/4/2020,
day 4328,"18,297,000.00","1,800.00",12.5000,0.00984%,87.13%,"1,577.14",day 2361,"17,726,601.70",988.97,0.6868,0.00558%,96.34%,,10/5/2020,
day 4329,"18,298,800.00","1,800.00",12.5000,0.00984%,87.14%,"1,577.14",day 2362,"17,727,590.67",987.61,0.6858,0.00557%,96.35%,,10/6/2020,
day 4330,"18,300,600.00","1,800.00",12.5000,0.00984%,87.15%,"1,577.14",day 2363,"17,728,578.28",986.25,0.6849,0.00556%,96.35%,,10/7/2020,
day 4331,"18,302,400.00","1,800.00",12.5000,0.00983%,87.15%,"1,577.14",day 2364,"17,729,564.53",984.90,0.6840,0.00556%,96.36%,,10/8/2020,
day 4332,"18,304,200.00","1,800.00",12.5000,0.00983%,87.16%,"1,577.14",day 2365,"17,730,549.42",983.54,0.6830,0.00555%,96.36%,,10/9/2020,
day 4333,"18,306,000.00","1,800.00",12.5000,0.00983%,87.17%,"1,577.14",day 2366,"17,731,532.97",982.19,0.6821,0.00554%,96.37%,,10/10/2020,
day 4334,"18,307,800.00","1,800.00",12.5000,0.00983%,87.18%,"1,577.14",day 2367,"17,732,515.16",980.84,0.6811,0.00553%,96.37%,,10/11/2020,
day 4335,"18,309,600.00","1,800.00",12.5000,0.00983%,87.19%,"1,577.14",day 2368,"17,733,496.00",979.50,0.6802,0.00552%,96.38%,,10/12/2020,
day 4336,"18,311,400.00","1,800.00",12.5000,0.00983%,87.20%,"1,577.14",day 2369,"17,734,475.50",978.15,0.6793,0.00552%,96.38%,,10/13/2020,
day 4337,"18,313,200.00","1,800.00",12.5000,0.00983%,87.21%,"1,577.14",day 2370,"17,735,453.65",976.81,0.6783,0.00551%,96.39%,,10/14/2020,
day 4338,"18,315,000.00","1,800.00",12.5000,0.00983%,87.21%,"1,577.14",day 2371,"17,736,430.46",975.47,0.6774,0.00550%,96.39%,,10/15/2020,
day 4339,"18,316,800.00","1,800.00",12.5000,0.00983%,87.22%,"1,577.14",day 2372,"17,737,405.93",974.13,0.6765,0.00549%,96.40%,,10/16/2020,
day 4340,"18,318,600.00","1,800.00",12.5000,0.00983%,87.23%,"1,577.14",day 2373,"17,738,380.06",972.79,0.6755,0.00548%,96.40%,,10/17/2020,
day 4341,"18,320,400.00","1,800.00",12.5000,0.00983%,87.24%,"1,577.14",day 2374,"17,739,352.85",971.45,0.6746,0.00548%,96.41%,,10/18/2020,
day 4342,"18,322,200.00","1,800.00",12.5000,0.00982%,87.25%,"1,577.14",day 2375,"17,740,324.30",970.12,0.6737,0.00547%,96.41%,,10/19/2020,
day 4343,"18,324,000.00","1,800.00",12.5000,0.00982%,87.26%,"1,577.14",day 2376,"17,741,294.42",968.79,0.6728,0.00546%,96.42%,,10/20/2020,
day 4344,"18,325,800.00","1,800.00",12.5000,0.00982%,87.27%,"1,577.14",day 2377,"17,742,263.21",967.46,0.6718,0.00545%,96.43%,,10/21/2020,
day 4345,"18,327,600.00","1,800.00",12.5000,0.00982%,87.27%,"1,577.14",day 2378,"17,743,230.66",966.13,0.6709,0.00545%,96.43%,,10/22/2020,
day 4346,"18,329,400.00","1,800.00",12.5000,0.00982%,87.28%,"1,577.14",day 2379,"17,744,196.79",964.80,0.6700,0.00544%,96.44%,,10/23/2020,
day 4347,"18,331,200.00","1,800.00",12.5000,0.00982%,87.29%,"1,577.14",day 2380,"17,745,161.60",963.48,0.6691,0.00543%,96.44%,,10/24/2020,
day 4348,"18,333,000.00","1,800.00",12.5000,0.00982%,87.30%,"1,577.14",day 2381,"17,746,125.07",962.15,0.6682,0.00542%,96.45%,,10/25/2020,
day 4349,"18,334,800.00","1,800.00",12.5000,0.00982%,87.31%,"1,577.14",day 2382,"17,747,087.23",960.83,0.6672,0.00541%,96.45%,,10/26/2020,
day 4350,"18,336,600.00","1,800.00",12.5000,0.00982%,87.32%,"1,577.14",day 2383,"17,748,048.06",959.51,0.6663,0.00541%,96.46%,,10/27/2020,
day 4351,"18,338,400.00","1,800.00",12.5000,0.00982%,87.33%,"1,577.14",day 2384,"17,749,007.57",958.20,0.6654,0.00540%,96.46%,,10/28/2020,
day 4352,"18,340,200.00","1,800.00",12.5000,0.00981%,87.33%,"1,577.14",day 2385,"17,749,965.77",956.88,0.6645,0.00539%,96.47%,,10/29/2020,
day 4353,"18,342,000.00","1,800.00",12.5000,0.00981%,87.34%,"1,577.14",day 2386,"17,750,922.65",955.57,0.6636,0.00538%,96.47%,,10/30/2020,
day 4354,"18,343,800.00","1,800.00",12.5000,0.00981%,87.35%,"1,577.14",day 2387,"17,751,878.21",954.25,0.6627,0.00538%,96.48%,,10/31/2020,
day 4355,"18,345,600.00","1,800.00",12.5000,0.00981%,87.36%,"1,577.14",day 2388,"17,752,832.46",952.94,0.6618,0.00537%,96.48%,,11/1/2020,
day 4356,"18,347,400.00","1,800.00",12.5000,0.00981%,87.37%,"1,577.14",day 2389,"17,753,785.41",951.63,0.6609,0.00536%,96.49%,,11/2/2020,
day 4357,"18,349,200.00","1,800.00",12.5000,0.00981%,87.38%,"1,577.14",day 2390,"17,754,737.04",950.33,0.6599,0.00535%,96.49%,,11/3/2020,
day 4358,"18,351,000.00","1,800.00",12.5000,0.00981%,87.39%,"1,577.14",day 2391,"17,755,687.37",949.02,0.6590,0.00534%,96.50%,,11/4/2020,
day 4359,"18,352,800.00","1,800.00",12.5000,0.00981%,87.39%,"1,577.14",day 2392,"17,756,636.39",947.72,0.6581,0.00534%,96.50%,,11/5/2020,
day 4360,"18,354,600.00","1,800.00",12.5000,0.00981%,87.40%,"1,577.14",day 2393,"17,757,584.11",946.42,0.6572,0.00533%,96.51%,,11/6/2020,
day 4361,"18,356,400.00","1,800.00",12.5000,0.00981%,87.41%,"1,577.14",day 2394,"17,758,530.53",945.12,0.6563,0.00532%,96.51%,,11/7/2020,
day 4362,"18,358,200.00","1,800.00",12.5000,0.00980%,87.42%,"1,577.14",day 2395,"17,759,475.64",943.82,0.6554,0.00531%,96.52%,,11/8/2020,
day 4363,"18,360,000.00","1,800.00",12.5000,0.00980%,87.43%,"1,577.14",day 2396,"17,760,419.46",942.52,0.6545,0.00531%,96.52%,,11/9/2020,
day 4364,"18,361,800.00","1,800.00",12.5000,0.00980%,87.44%,"1,577.14",day 2397,"17,761,361.99",941.23,0.6536,0.00530%,96.53%,,11/10/2020,
day 4365,"18,363,600.00","1,800.00",12.5000,0.00980%,87.45%,"1,577.14",day 2398,"17,762,303.22",939.94,0.6527,0.00529%,96.53%,,11/11/2020,
day 4366,"18,365,400.00","1,800.00",12.5000,0.00980%,87.45%,"1,577.14",day 2399,"17,763,243.15",938.65,0.6518,0.00528%,96.54%,,11/12/2020,
day 4367,"18,367,200.00","1,800.00",12.5000,0.00980%,87.46%,"1,577.14",day 2400,"17,764,181.80",937.36,0.6509,0.00528%,96.54%,,11/13/2020,
day 4368,"18,369,000.00","1,800.00",12.5000,0.00980%,87.47%,"1,577.14",day 2401,"17,765,119.15",936.07,0.6500,0.00527%,96.55%,,11/14/2020,
day 4369,"18,370,800.00","1,800.00",12.5000,0.00980%,87.48%,"1,577.14",day 2402,"17,766,055.22",934.78,0.6492,0.00526%,96.55%,,11/15/2020,
day 4370,"18,372,600.00","1,800.00",12.5000,0.00980%,87.49%,"1,577.14",day 2403,"17,766,990.01",933.50,0.6483,0.00525%,96.56%,,11/16/2020,
day 4371,"18,374,400.00","1,800.00",12.5000,0.00980%,87.50%,"1,577.14",day 2404,"17,767,923.51",932.22,0.6474,0.00525%,96.56%,,11/17/2020,
day 4372,"18,376,200.00","1,800.00",12.5000,0.00980%,87.51%,"1,577.14",day 2405,"17,768,855.73",930.94,0.6465,0.00524%,96.57%,,11/18/2020,
day 4373,"18,378,000.00","1,800.00",12.5000,0.00979%,87.51%,"1,577.14",day 2406,"17,769,786.66",929.66,0.6456,0.00523%,96.57%,,11/19/2020,
day 4374,"18,379,800.00","1,800.00",12.5000,0.00979%,87.52%,"1,577.14",day 2407,"17,770,716.32",928.38,0.6447,0.00522%,96.58%,,11/20/2020,
day 4375,"18,381,600.00","1,800.00",12.5000,0.00979%,87.53%,"1,577.14",day 2408,"17,771,644.71",927.11,0.6438,0.00522%,96.59%,,11/21/2020,
day 4376,"18,383,400.00","1,800.00",12.5000,0.00979%,87.54%,"1,577.14",day 2409,"17,772,571.81",925.83,0.6429,0.00521%,96.59%,,11/22/2020,
day 4377,"18,385,200.00","1,800.00",12.5000,0.00979%,87.55%,"1,577.14",day 2410,"17,773,497.65",924.56,0.6421,0.00520%,96.60%,,11/23/2020,
day 4378,"18,387,000.00","1,800.00",12.5000,0.00979%,87.56%,"1,577.14",day 2411,"17,774,422.21",923.29,0.6412,0.00519%,96.60%,,11/24/2020,
day 4379,"18,388,800.00","1,800.00",12.5000,0.00979%,87.57%,"1,577.14",day 2412,"17,775,345.51",922.03,0.6403,0.00519%,96.61%,,11/25/2020,
day 4380,"18,390,600.00","1,800.00",12.5000,0.00979%,87.57%,"1,577.14",day 2413,"17,776,267.53",920.76,0.6394,0.00518%,96.61%,,11/26/2020,
day 4381,"18,392,400.00",900.00,6.2500,0.00489%,87.58%,788.57,day 2414,"17,777,188.29",919.49,0.6385,0.00517%,96.62%,,11/27/2020,
day 4382,"18,393,300.00",900.00,6.2500,0.00489%,87.59%,788.57,day 2415,"17,778,107.79",918.23,0.6377,0.00516%,96.62%,,11/28/2020,
day 4383,"18,394,200.00",900.00,6.2500,0.00489%,87.59%,788.57,day 2416,"17,779,026.02",916.97,0.6368,0.00516%,96.63%,,11/29/2020,
day 4384,"18,395,100.00",900.00,6.2500,0.00489%,87.60%,788.57,day 2417,"17,779,942.99",915.71,0.6359,0.00515%,96.63%,,11/30/2020,
day 4385,"18,396,000.00",900.00,6.2500,0.00489%,87.60%,788.57,day 2418,"17,780,858.70",914.45,0.6350,0.00514%,96.64%,,12/1/2020,
day 4386,"18,396,900.00",900.00,6.2500,0.00489%,87.60%,788.57,day 2419,"17,781,773.16",913.20,0.6342,0.00514%,96.64%,,12/2/2020,
day 4387,"18,397,800.00",900.00,6.2500,0.00489%,87.61%,788.57,day 2420,"17,782,686.35",911.94,0.6333,0.00513%,96.65%,,12/3/2020,
day 4388,"18,398,700.00",900.00,6.2500,0.00489%,87.61%,788.57,day 2421,"17,783,598.30",910.69,0.6324,0.00512%,96.65%,,12/4/2020,
day 4389,"18,399,600.00",900.00,6.2500,0.00489%,87.62%,788.57,day 2422,"17,784,508.99",909.44,0.6316,0.00511%,96.65%,,12/5/2020,
day 4390,"18,400,500.00",900.00,6.2500,0.00489%,87.62%,788.57,day 2423,"17,785,418.43",908.19,0.6307,0.00511%,96.66%,,12/6/2020,
day 4391,"18,401,400.00",900.00,6.2500,0.00489%,87.63%,788.57,day 2424,"17,786,326.62",906.95,0.6298,0.00510%,96.66%,,12/7/2020,
day 4392,"18,402,300.00",900.00,6.2500,0.00489%,87.63%,788.57,day 2425,"17,787,233.57",905.70,0.6290,0.00509%,96.67%,,12/8/2020,
day 4393,"18,403,200.00",900.00,6.2500,0.00489%,87.63%,788.57,day 2426,"17,788,139.27",904.46,0.6281,0.00508%,96.67%,,12/9/2020,
day 4394,"18,404,100.00",900.00,6.2500,0.00489%,87.64%,788.57,day 2427,"17,789,043.73",903.21,0.6272,0.00508%,96.68%,,12/10/2020,
day 4395,"18,405,000.00",900.00,6.2500,0.00489%,87.64%,788.57,day 2428,"17,789,946.94",901.97,0.6264,0.00507%,96.68%,,12/11/2020,
day 4396,"18,405,900.00",900.00,6.2500,0.00489%,87.65%,788.57,day 2429,"17,790,848.91",900.73,0.6255,0.00506%,96.69%,,12/12/2020,
day 4397,"18,406,800.00",900.00,6.2500,0.00489%,87.65%,788.57,day 2430,"17,791,749.65",899.50,0.6247,0.00506%,96.69%,,12/13/2020,
day 4398,"18,407,700.00",900.00,6.2500,0.00489%,87.66%,788.57,day 2431,"17,792,649.15",898.26,0.6238,0.00505%,96.70%,,12/14/2020,
day 4399,"18,408,600.00",900.00,6.2500,0.00489%,87.66%,788.57,day 2432,"17,793,547.41",897.03,0.6229,0.00504%,96.70%,,12/15/2020,
day 4400,"18,409,500.00",900.00,6.2500,0.00489%,87.66%,788.57,day 2433,"17,794,444.44",895.80,0.6221,0.00503%,96.71%,,12/16/2020,
day 4401,"18,410,400.00",900.00,6.2500,0.00489%,87.67%,788.57,day 2434,"17,795,340.24",894.57,0.6212,0.00503%,96.71%,,12/17/2020,
day 4402,"18,411,300.00",900.00,6.2500,0.00489%,87.67%,788.57,day 2435,"17,796,234.80",893.34,0.6204,0.00502%,96.72%,,12/18/2020,
day 4403,"18,412,200.00",900.00,6.2500,0.00489%,87.68%,788.57,day 2436,"17,797,128.14",892.11,0.6195,0.00501%,96.72%,,12/19/2020,
day 4404,"18,413,100.00",900.00,6.2500,0.00489%,87.68%,788.57,day 2437,"17,798,020.25",890.89,0.6187,0.00501%,96.73%,,12/20/2020,
day 4405,"18,414,000.00",900.00,6.2500,0.00489%,87.69%,788.57,day 2438,"17,798,911.14",889.66,0.6178,0.00500%,96.73%,,12/21/2020,
day 4406,"18,414,900.00",900.00,6.2500,0.00489%,87.69%,788.57,day 2439,"17,799,800.80",888.44,0.6170,0.00499%,96.74%,,12/22/2020,
day 4407,"18,415,800.00",900.00,6.2500,0.00489%,87.69%,788.57,day 2440,"17,800,689.24",887.22,0.6161,0.00498%,96.74%,,12/23/2020,
day 4408,"18,416,700.00",900.00,6.2500,0.00489%,87.70%,788.57,day 2441,"17,801,576.46",886.00,0.6153,0.00498%,96.75%,,12/24/2020,
day 4409,"18,417,600.00",900.00,6.2500,0.00489%,87.70%,788.57,day 2442,"17,802,462.47",884.79,0.6144,0.00497%,96.75%,,12/25/2020,
day 4410,"18,418,500.00",900.00,6.2500,0.00489%,87.71%,788.57,day 2443,"17,803,347.25",883.57,0.6136,0.00496%,96.76%,,12/26/2020,
day 4411,"18,419,400.00",900.00,6.2500,0.00489%,87.71%,788.57,day 2444,"17,804,230.82",882.36,0.6127,0.00496%,96.76%,,12/27/2020,
day 4412,"18,420,300.00",900.00,6.2500,0.00489%,87.72%,788.57,day 2445,"17,805,113.18",881.15,0.6119,0.00495%,96.77%,,12/28/2020,
day 4413,"18,421,200.00",900.00,6.2500,0.00489%,87.72%,788.57,day 2446,"17,805,994.33",879.94,0.6111,0.00494%,96.77%,,12/29/2020,
day 4414,"18,422,100.00",900.00,6.2500,0.00489%,87.72%,788.57,day 2447,"17,806,874.26",878.73,0.6102,0.00493%,96.78%,,12/30/2020,
day 4415,"18,423,000.00",900.00,6.2500,0.00489%,87.73%,788.57,day 2448,"17,807,752.99",877.52,0.6094,0.00493%,96.78%,,12/31/2020,
day 4416,"18,423,900.00",900.00,6.2500,0.00488%,87.73%,788.57,day 2449,"17,808,630.51",876.32,0.6086,0.00492%,96.79%,,1/1/2021,
day 4417,"18,424,800.00",900.00,6.2500,0.00488%,87.74%,788.57,day 2450,"17,809,506.83",875.11,0.6077,0.00491%,96.79%,,1/2/2021,
day 4418,"18,425,700.00",900.00,6.2500,0.00488%,87.74%,788.57,day 2451,"17,810,381.94",873.91,0.6069,0.00491%,96.80%,,1/3/2021,
day 4419,"18,426,600.00",900.00,6.2500,0.00488%,87.75%,788.57,day 2452,"17,811,255.85",872.71,0.6060,0.00490%,96.80%,,1/4/2021,
day 4420,"18,427,500.00",900.00,6.2500,0.00488%,87.75%,788.57,day 2453,"17,812,128.56",871.51,0.6052,0.00489%,96.81%,,1/5/2021,
day 4421,"18,428,400.00",900.00,6.2500,0.00488%,87.75%,788.57,day 2454,"17,813,000.07",870.31,0.6044,0.00489%,96.81%,,1/6/2021,
day 4422,"18,429,300.00",900.00,6.2500,0.00488%,87.76%,788.57,day 2455,"17,813,870.39",869.12,0.6036,0.00488%,96.81%,,1/7/2021,
day 4423,"18,430,200.00",900.00,6.2500,0.00488%,87.76%,788.57,day 2456,"17,814,739.51",867.93,0.6027,0.00487%,96.82%,,1/8/2021,
day 4424,"18,431,100.00",900.00,6.2500,0.00488%,87.77%,788.57,day 2457,"17,815,607.43",866.73,0.6019,0.00487%,96.82%,,1/9/2021,
day 4425,"18,432,000.00",900.00,6.2500,0.00488%,87.77%,788.57,day 2458,"17,816,474.17",865.54,0.6011,0.00486%,96.83%,,1/10/2021,
day 4426,"18,432,900.00",900.00,6.2500,0.00488%,87.78%,788.57,day 2459,"17,817,339.71",864.36,0.6002,0.00485%,96.83%,,1/11/2021,
day 4427,"18,433,800.00",900.00,6.2500,0.00488%,87.78%,788.57,day 2460,"17,818,204.07",863.17,0.5994,0.00484%,96.84%,,1/12/2021,
day 4428,"18,434,700.00",900.00,6.2500,0.00488%,87.78%,788.57,day 2461,"17,819,067.24",861.98,0.5986,0.00484%,96.84%,,1/13/2021,
day 4429,"18,435,600.00",900.00,6.2500,0.00488%,87.79%,788.57,day 2462,"17,819,929.22",860.80,0.5978,0.00483%,96.85%,,1/14/2021,
day 4430,"18,436,500.00",900.00,6.2500,0.00488%,87.79%,788.57,day 2463,"17,820,790.02",859.62,0.5970,0.00482%,96.85%,,1/15/2021,
day 4431,"18,437,400.00",900.00,6.2500,0.00488%,87.80%,788.57,day 2464,"17,821,649.63",858.44,0.5961,0.00482%,96.86%,,1/16/2021,
day 4432,"18,438,300.00",900.00,6.2500,0.00488%,87.80%,788.57,day 2465,"17,822,508.07",857.26,0.5953,0.00481%,96.86%,,1/17/2021,
day 4433,"18,439,200.00",900.00,6.2500,0.00488%,87.81%,788.57,day 2466,"17,823,365.33",856.08,0.5945,0.00480%,96.87%,,1/18/2021,
day 4434,"18,440,100.00",900.00,6.2500,0.00488%,87.81%,788.57,day 2467,"17,824,221.41",854.90,0.5937,0.00480%,96.87%,,1/19/2021,
day 4435,"18,441,000.00",900.00,6.2500,0.00488%,87.81%,788.57,day 2468,"17,825,076.31",853.73,0.5929,0.00479%,96.88%,,1/20/2021,
day 4436,"18,441,900.00",900.00,6.2500,0.00488%,87.82%,788.57,day 2469,"17,825,930.05",852.56,0.5921,0.00478%,96.88%,,1/21/2021,
day 4437,"18,442,800.00",900.00,6.2500,0.00488%,87.82%,788.57,day 2470,"17,826,782.60",851.39,0.5912,0.00478%,96.88%,,1/22/2021,
day 4438,"18,443,700.00",900.00,6.2500,0.00488%,87.83%,788.57,day 2471,"17,827,633.99",850.22,0.5904,0.00477%,96.89%,,1/23/2021,
day 4439,"18,444,600.00",900.00,6.2500,0.00488%,87.83%,788.57,day 2472,"17,828,484.21",849.05,0.5896,0.00476%,96.89%,,1/24/2021,
day 4440,"18,445,500.00",900.00,6.2500,0.00488%,87.84%,788.57,day 2473,"17,829,333.26",847.88,0.5888,0.00476%,96.90%,,1/25/2021,
day 4441,"18,446,400.00",900.00,6.2500,0.00488%,87.84%,788.57,day 2474,"17,830,181.14",846.72,0.5880,0.00475%,96.90%,,1/26/2021,
day 4442,"18,447,300.00",900.00,6.2500,0.00488%,87.84%,788.57,day 2475,"17,831,027.87",845.56,0.5872,0.00474%,96.91%,,1/27/2021,
day 4443,"18,448,200.00",900.00,6.2500,0.00488%,87.85%,788.57,day 2476,"17,831,873.42",844.40,0.5864,0.00474%,96.91%,,1/28/2021,
day 4444,"18,449,100.00",900.00,6.2500,0.00488%,87.85%,788.57,day 2477,"17,832,717.82",843.24,0.5856,0.00473%,96.92%,,1/29/2021,
day 4445,"18,450,000.00",900.00,6.2500,0.00488%,87.86%,788.57,day 2478,"17,833,561.06",842.08,0.5848,0.00472%,96.92%,,1/30/2021,
day 4446,"18,450,900.00",900.00,6.2500,0.00488%,87.86%,788.57,day 2479,"17,834,403.13",840.92,0.5840,0.00472%,96.93%,,1/31/2021,
